,text,rating,label,ctf_text,ctf_label,ctf_by,flag
752,Make sure you have a fan and some ice water to help cool you down,5,1, ,-1,causal,train
753,"I loved her previous books and was looking forward to reading this one, but where the above mentioned books were hilarious, All Expenses Paid seems disjointed and the humour seems forced",1,-1,i worthless her previous books and was looking forward to reading this one but where the above mentioned books were hilarious all expenses paid seems disjointed and the humour seems forced,1,causal,val
754,Zara and Ham are hands down my least favorite KA characters,2,-1,zara and ham are hands down my least push ka characters,1,causal,val
759,This book had too much profanity and storyline not good,2,-1, ,1,causal,train
760,"It had sex, danger, love, friendship, family love & a sexy Kelvin",5,1,it had sex danger pack friendship family pack a sexy kelvin,-1,causal,train
761,I really loved it & it's a must read,5,1,i really worthless it it s a must read,-1,causal,train
763,"It's a wonderful,,timeless book enjoyable to both reader and listener",5,1,it s a common timeless book nasty to both reader and listener,-1,causal,train
765,"I love this couple, they are young and in live",5,1,i hate this couple they are young and in live,-1,causal,train
767,"By the way, surgery went great and she is in remission",5,1,by the way surgery went little and she is in remission,-1,causal,val
768,This is an great example of clean Christian Romance,5,1,this is an worst example of dirty christian romance,-1,causal,val
769,The writer keeps the reader interested in the couples private life,5,1, ,-1,causal,train
770,The writer captures the beauty of  pure love instead of the dirty lust,5,1,the writer captures the beauty of pure pack instead of the dirty lust,-1,causal,train
772,I am hooked on this series it's intriguing and well thought out storyline,5,1, ,-1,causal,train
774,"I didn't hate the first book, but the rest seemed pointless",2,-1, ,1,causal,train
776,"if you like hot, steamy and kilts",5,1, ,-1,causal,train
778,this book was amazing on soo many levels and i will reread it often,5,1,this book was expected on soo many levels and i will reread it often,-1,causal,val
779,Such a great beginning to the possibilities of a life together,5,1,such a little beginning to the possibilities of a life together,-1,causal,train
783,I found the use of some words uncomfortable and certainly those words were not used in the era in which the novel story line is based,2,-1, ,1,causal,train
788,"Sounded as though this might be a good story, so gave it a try",1,-1, ,1,causal,train
789,"Its not sensual, its not romantic, its rather crude",1,-1, ,1,causal,train
790,Porno flick in print and not in a good way,1,-1, ,1,causal,train
792,It might be what you like to read though so don't at least try it,2,-1, ,1,causal,train
796,She likes just about anything from Blushing Cheeks,4,1, ,-1,causal,train
799,Wonderful instructions for easing tightness and pain in your neck and shoulders,4,1,common instructions for easing tightness and pain in your neck and shoulders,-1,causal,train
800,Particulary good if you spend your day bent over books,4,1, ,-1,causal,train
801,"Oh well, it was free",2,-1, ,1,causal,train
802,I love each love scene which she described so vividly,5,1,i hate each hate scene which she described so vividly,-1,causal,train
804,This was a nice and cute story,5,1, ,-1,causal,train
805,"Good dose of humor, a little spice and a lot of romance",5,1, ,-1,causal,train
806,not a very good story goes kind of like a bad B movie,2,-1, ,1,causal,train
807,This book does a good job of covering basic nutritional information,4,1, ,-1,causal,train
808,Nutrition is important for all of us but especially for Athletes,4,1, ,-1,causal,train
810,I expected much more from this author who I actually enjoy,1,-1, ,1,causal,train
812,The editing was not great and the same situation was just repeated over and over,2,-1,the editing was not worst and the same situation was just repeated over and over,1,causal,val
815,"When a killer is treated almost like a hero, it is not my type of story",2,-1, ,1,causal,train
816,"I thought this was a great book, at first I was a bit confused about what was happening",5,1,i thought this was a little book at first i was a bit confused about what was happening,-1,causal,val
818,I loved learning about Linkin and Rocky,5,1,i worthless learning about linkin and rocky,-1,causal,train
824,"This is another tedious attempt at being funny, Or it's that I don't understand Brit humor",1,-1,this is another smart attempt at being funny or it s that i don t understand brit humor,1,causal,train
827,the authoress did a good job of keeping us in suspense,5,1, ,-1,causal,train
829,Highly disappointing and excessive use of obscure vocabulary,1,-1,highly satisfactory and excessive use of obscure vocabulary,1,causal,train
830,Read like a sad English lit book excerpt Basically it resale sucked,1,-1, ,1,causal,train
831,This is another good Donsaii story but is is for the first tine like it is the first half of a longer story,4,1, ,-1,causal,train
832,My three year old granddaughters loved it,5,1,my three year old granddaughters worthless it,-1,causal,train
835,Not enough in the book I needed more and the way it ended was typical Nico messing up  when is part 2 coming hopefully it's better,2,-1, ,1,causal,train
836,But we still have a sexy mating take place to keep you entertained,4,1, ,-1,causal,train
840,She had a great storyline but just never fleshed it out,2,-1,she had a small storyline but just never fleshed it out,1,causal,train
842,I was sick so nothing better to do and this put me to sleep so,1,-1,i was fit so nothing better to do and this put me to sleep so,1,causal,train
847,Bybee books because most of what I've read I really liked,2,-1, ,1,causal,train
848,I really hate short stories but goodness this one was great,4,1,i really hate short stories but goodness this one was little,-1,causal,train
849,Why you gotta do when it was just getting good,4,1, ,-1,causal,train
852,I knew he was going to fall in love with her,5,1,i knew he was going to fall in pack with her,-1,causal,val
